,QTR:employment_status_Employed_full_time,QTR:employment_status_Employed_part_time,QTR:employment_status_Prefer_not_to_say,QTR:employment_status_Retired,QTR:employment_status_Student,QTR:employment_status_Unemployed_looking_for_work,QTR:employment_status_Unemployed_not_looking_for_work
85,0,1,0,0,0,0,0
86,0,1,0,0,0,0,0
87,0,1,0,0,0,0,0
88,0,1,0,0,0,0,0
89,0,1,0,0,0,0,0
90,0,1,0,0,0,0,0
91,0,1,0,0,0,0,0
92,0,1,0,0,0,0,0
93,0,1,0,0,0,0,0
94,0,1,0,0,0,0,0
95,0,1,0,0,0,0,0
96,0,1,0,0,0,0,0
97,0,1,0,0,0,0,0
98,0,1,0,0,0,0,0
99,0,1,0,0,0,0,0
100,0,1,0,0,0,0,0
101,0,1,0,0,0,0,0
102,0,1,0,0,0,0,0
103,0,1,0,0,0,0,0
104,0,1,0,0,0,0,0
105,0,1,0,0,0,0,0
106,0,1,0,0,0,0,0
107,0,1,0,0,0,0,0
108,0,1,0,0,0,0,0
109,0,1,0,0,0,0,0
110,0,1,0,0,0,0,0
111,0,1,0,0,0,0,0
112,0,1,0,0,0,0,0
113,0,1,0,0,0,0,0
114,0,1,0,0,0,0,0
115,0,1,0,0,0,0,0
116,0,1,0,0,0,0,0
117,0,1,0,0,0,0,0
118,0,1,0,0,0,0,0
119,0,1,0,0,0,0,0
120,0,1,0,0,0,0,0
121,0,1,0,0,0,0,0
122,0,1,0,0,0,0,0
123,0,1,0,0,0,0,0
124,0,1,0,0,0,0,0
125,0,1,0,0,0,0,0
126,0,1,0,0,0,0,0
127,0,1,0,0,0,0,0
128,0,1,0,0,0,0,0
129,0,1,0,0,0,0,0
130,0,1,0,0,0,0,0
131,0,1,0,0,0,0,0
132,0,1,0,0,0,0,0
133,0,1,0,0,0,0,0
134,0,1,0,0,0,0,0
135,0,1,0,0,0,0,0
136,0,1,0,0,0,0,0
137,0,1,0,0,0,0,0
213,0,1,0,0,0,0,0
214,0,1,0,0,0,0,0
215,0,1,0,0,0,0,0
216,0,1,0,0,0,0,0
217,0,1,0,0,0,0,0
218,0,1,0,0,0,0,0
219,0,1,0,0,0,0,0
220,0,1,0,0,0,0,0
221,0,1,0,0,0,0,0
222,0,1,0,0,0,0,0
223,0,1,0,0,0,0,0
224,0,1,0,0,0,0,0
225,0,1,0,0,0,0,0
226,0,1,0,0,0,0,0
227,0,1,0,0,0,0,0
228,0,1,0,0,0,0,0
229,0,1,0,0,0,0,0
230,0,1,0,0,0,0,0
231,0,1,0,0,0,0,0
232,0,1,0,0,0,0,0
233,0,1,0,0,0,0,0
234,0,1,0,0,0,0,0
235,0,1,0,0,0,0,0
236,0,1,0,0,0,0,0
237,0,1,0,0,0,0,0
238,0,1,0,0,0,0,0
239,0,1,0,0,0,0,0
240,0,1,0,0,0,0,0
241,0,1,0,0,0,0,0
242,0,1,0,0,0,0,0
243,0,1,0,0,0,0,0
244,0,1,0,0,0,0,0
245,0,1,0,0,0,0,0
246,0,1,0,0,0,0,0
247,0,1,0,0,0,0,0
248,0,1,0,0,0,0,0
249,0,1,0,0,0,0,0
250,0,1,0,0,0,0,0
251,0,1,0,0,0,0,0
252,0,1,0,0,0,0,0
253,0,1,0,0,0,0,0
254,0,1,0,0,0,0,0
255,0,1,0,0,0,0,0
256,0,1,0,0,0,0,0
257,0,1,0,0,0,0,0
258,0,1,0,0,0,0,0
259,0,1,0,0,0,0,0
260,0,1,0,0,0,0,0
261,0,1,0,0,0,0,0
262,0,1,0,0,0,0,0
263,0,1,0,0,0,0,0
264,0,1,0,0,0,0,0
265,0,1,0,0,0,0,0
266,0,1,0,0,0,0,0
267,0,1,0,0,0,0,0
268,0,1,0,0,0,0,0
269,0,1,0,0,0,0,0
270,0,1,0,0,0,0,0
271,0,1,0,0,0,0,0
272,0,1,0,0,0,0,0
273,0,1,0,0,0,0,0
274,0,1,0,0,0,0,0
275,0,1,0,0,0,0,0
276,0,1,0,0,0,0,0
277,0,1,0,0,0,0,0
278,0,1,0,0,0,0,0
279,0,1,0,0,0,0,0
280,0,1,0,0,0,0,0
281,0,1,0,0,0,0,0
282,0,1,0,0,0,0,0
283,0,1,0,0,0,0,0
284,0,1,0,0,0,0,0
285,0,1,0,0,0,0,0
286,0,1,0,0,0,0,0
287,0,1,0,0,0,0,0
288,0,1,0,0,0,0,0
289,0,1,0,0,0,0,0
290,0,1,0,0,0,0,0
291,0,1,0,0,0,0,0
292,0,1,0,0,0,0,0
293,0,1,0,0,0,0,0
294,0,1,0,0,0,0,0
295,0,1,0,0,0,0,0
296,0,1,0,0,0,0,0
297,0,1,0,0,0,0,0
298,0,1,0,0,0,0,0
299,0,1,0,0,0,0,0
300,0,1,0,0,0,0,0
301,0,1,0,0,0,0,0
302,0,1,0,0,0,0,0
303,0,1,0,0,0,0,0
304,0,1,0,0,0,0,0
305,0,1,0,0,0,0,0
306,0,1,0,0,0,0,0
307,0,1,0,0,0,0,0
308,0,1,0,0,0,0,0
309,0,1,0,0,0,0,0
310,0,1,0,0,0,0,0
311,0,1,0,0,0,0,0
312,0,1,0,0,0,0,0
313,0,1,0,0,0,0,0
314,0,1,0,0,0,0,0
315,0,1,0,0,0,0,0
316,0,1,0,0,0,0,0
317,0,1,0,0,0,0,0
318,0,1,0,0,0,0,0
319,0,1,0,0,0,0,0
320,0,1,0,0,0,0,0
321,0,1,0,0,0,0,0
322,0,1,0,0,0,0,0
323,0,1,0,0,0,0,0
324,0,1,0,0,0,0,0
325,0,1,0,0,0,0,0
326,0,1,0,0,0,0,0
327,0,1,0,0,0,0,0
328,0,1,0,0,0,0,0
329,0,1,0,0,0,0,0
330,0,1,0,0,0,0,0
331,0,1,0,0,0,0,0
332,0,1,0,0,0,0,0
333,0,1,0,0,0,0,0
334,0,1,0,0,0,0,0
335,1,0,0,0,0,0,0
336,1,0,0,0,0,0,0
337,1,0,0,0,0,0,0
338,1,0,0,0,0,0,0
339,1,0,0,0,0,0,0
340,1,0,0,0,0,0,0
341,1,0,0,0,0,0,0
342,1,0,0,0,0,0,0
343,1,0,0,0,0,0,0
344,1,0,0,0,0,0,0
345,1,0,0,0,0,0,0
346,1,0,0,0,0,0,0
347,1,0,0,0,0,0,0
348,1,0,0,0,0,0,0
349,1,0,0,0,0,0,0
350,1,0,0,0,0,0,0
351,1,0,0,0,0,0,0
352,1,0,0,0,0,0,0
353,1,0,0,0,0,0,0
354,1,0,0,0,0,0,0
355,1,0,0,0,0,0,0
356,1,0,0,0,0,0,0
357,1,0,0,0,0,0,0
358,1,0,0,0,0,0,0
359,1,0,0,0,0,0,0
360,1,0,0,0,0,0,0
361,1,0,0,0,0,0,0
362,1,0,0,0,0,0,0
363,1,0,0,0,0,0,0
364,1,0,0,0,0,0,0
365,1,0,0,0,0,0,0
366,1,0,0,0,0,0,0
367,1,0,0,0,0,0,0
368,1,0,0,0,0,0,0
369,1,0,0,0,0,0,0
370,1,0,0,0,0,0,0
371,1,0,0,0,0,0,0
372,1,0,0,0,0,0,0
373,1,0,0,0,0,0,0
374,1,0,0,0,0,0,0
375,1,0,0,0,0,0,0
376,1,0,0,0,0,0,0
377,1,0,0,0,0,0,0
378,1,0,0,0,0,0,0
379,1,0,0,0,0,0,0
380,1,0,0,0,0,0,0
381,1,0,0,0,0,0,0
382,1,0,0,0,0,0,0
383,1,0,0,0,0,0,0
384,1,0,0,0,0,0,0
385,1,0,0,0,0,0,0
386,1,0,0,0,0,0,0
387,1,0,0,0,0,0,0
388,1,0,0,0,0,0,0
389,1,0,0,0,0,0,0
390,1,0,0,0,0,0,0
391,1,0,0,0,0,0,0
392,1,0,0,0,0,0,0
393,1,0,0,0,0,0,0
394,1,0,0,0,0,0,0
395,1,0,0,0,0,0,0
396,1,0,0,0,0,0,0
397,1,0,0,0,0,0,0
398,1,0,0,0,0,0,0
399,1,0,0,0,0,0,0
400,1,0,0,0,0,0,0
401,1,0,0,0,0,0,0
402,1,0,0,0,0,0,0
403,1,0,0,0,0,0,0
404,1,0,0,0,0,0,0
405,1,0,0,0,0,0,0
406,1,0,0,0,0,0,0
407,1,0,0,0,0,0,0
408,1,0,0,0,0,0,0
409,1,0,0,0,0,0,0
410,1,0,0,0,0,0,0
411,1,0,0,0,0,0,0
412,1,0,0,0,0,0,0
413,1,0,0,0,0,0,0
414,1,0,0,0,0,0,0
415,1,0,0,0,0,0,0
416,1,0,0,0,0,0,0
417,1,0,0,0,0,0,0
418,1,0,0,0,0,0,0
419,1,0,0,0,0,0,0
420,1,0,0,0,0,0,0
421,1,0,0,0,0,0,0
422,1,0,0,0,0,0,0
423,1,0,0,0,0,0,0
424,1,0,0,0,0,0,0
425,1,0,0,0,0,0,0
426,1,0,0,0,0,0,0
427,1,0,0,0,0,0,0
428,1,0,0,0,0,0,0
429,1,0,0,0,0,0,0
430,1,0,0,0,0,0,0
431,1,0,0,0,0,0,0
432,1,0,0,0,0,0,0
433,1,0,0,0,0,0,0
434,1,0,0,0,0,0,0
435,1,0,0,0,0,0,0
436,1,0,0,0,0,0,0
437,1,0,0,0,0,0,0
438,1,0,0,0,0,0,0
439,1,0,0,0,0,0,0
440,1,0,0,0,0,0,0
441,1,0,0,0,0,0,0
442,1,0,0,0,0,0,0
443,1,0,0,0,0,0,0
444,1,0,0,0,0,0,0
445,1,0,0,0,0,0,0
446,1,0,0,0,0,0,0
447,1,0,0,0,0,0,0
448,1,0,0,0,0,0,0
449,1,0,0,0,0,0,0
450,1,0,0,0,0,0,0
451,1,0,0,0,0,0,0
452,1,0,0,0,0,0,0
453,0,0,0,0,0,1,0
454,0,0,0,0,0,1,0
455,0,0,0,0,0,1,0
456,0,0,0,0,0,1,0
457,0,0,0,0,0,1,0
458,0,0,0,0,0,1,0
459,0,0,0,0,0,1,0
460,0,0,0,0,0,1,0
461,0,0,0,0,0,1,0
462,0,0,0,0,0,1,0
463,0,0,0,0,0,1,0
464,0,0,0,0,0,1,0
465,0,0,0,0,0,1,0
466,0,0,0,0,0,1,0
467,0,0,0,0,0,1,0
468,0,0,0,0,0,1,0
469,0,0,0,0,0,1,0
470,0,0,0,0,0,1,0
471,0,0,0,0,0,1,0
472,0,0,0,0,0,1,0
473,1,0,0,0,0,0,0
474,1,0,0,0,0,0,0
475,1,0,0,0,0,0,0
476,1,0,0,0,0,0,0
477,0,0,0,0,0,0,1
478,0,0,0,0,0,0,1
479,0,0,0,0,0,0,1
480,0,0,0,0,0,0,1
481,0,0,0,0,0,0,1
482,0,0,0,0,0,0,1
483,0,0,0,0,0,0,1
484,0,0,0,0,0,0,1
485,0,0,0,0,0,0,1
486,0,0,0,0,0,0,1
487,0,0,0,0,0,0,1
488,0,0,0,0,0,0,1
489,0,0,0,0,0,0,1
490,0,0,0,0,0,0,1
491,0,0,0,0,0,0,1
492,0,0,0,0,0,0,1
493,0,0,0,0,0,0,1
494,0,0,0,0,0,0,1
495,0,0,0,0,0,0,1
496,0,0,0,0,0,0,1
497,0,0,0,0,0,0,1
498,0,0,0,0,0,0,1
499,0,0,0,0,0,0,1
500,0,0,0,0,0,0,1
501,0,0,0,0,0,0,1
502,0,0,0,0,0,0,1
503,0,0,0,0,0,0,1
504,0,0,0,0,0,0,1
505,0,0,0,0,0,0,1
506,1,0,0,0,0,0,0
507,0,1,0,0,0,0,0
508,0,1,0,0,0,0,0
509,0,1,0,0,0,0,0
510,0,1,0,0,0,0,0
511,0,1,0,0,0,0,0
512,0,1,0,0,0,0,0
513,0,1,0,0,0,0,0
514,0,1,0,0,0,0,0
515,0,1,0,0,0,0,0
516,0,1,0,0,0,0,0
517,0,1,0,0,0,0,0
518,0,1,0,0,0,0,0
519,0,1,0,0,0,0,0
520,0,1,0,0,0,0,0
521,0,1,0,0,0,0,0
522,0,1,0,0,0,0,0
523,0,1,0,0,0,0,0
524,0,1,0,0,0,0,0
525,0,1,0,0,0,0,0
526,0,1,0,0,0,0,0
527,0,1,0,0,0,0,0
528,0,1,0,0,0,0,0
529,0,1,0,0,0,0,0
530,0,1,0,0,0,0,0
531,0,1,0,0,0,0,0
532,0,1,0,0,0,0,0
533,0,1,0,0,0,0,0
534,0,1,0,0,0,0,0
535,0,1,0,0,0,0,0
536,0,1,0,0,0,0,0
537,0,1,0,0,0,0,0
538,0,1,0,0,0,0,0
539,0,1,0,0,0,0,0
540,0,1,0,0,0,0,0
541,0,1,0,0,0,0,0
542,0,1,0,0,0,0,0
543,0,1,0,0,0,0,0
544,0,1,0,0,0,0,0
545,0,1,0,0,0,0,0
546,0,1,0,0,0,0,0
547,0,1,0,0,0,0,0
548,0,1,0,0,0,0,0
549,0,1,0,0,0,0,0
550,0,1,0,0,0,0,0
551,0,1,0,0,0,0,0
552,0,1,0,0,0,0,0
553,0,1,0,0,0,0,0
554,0,1,0,0,0,0,0
555,0,1,0,0,0,0,0
556,0,1,0,0,0,0,0
557,0,1,0,0,0,0,0
558,0,1,0,0,0,0,0
559,0,1,0,0,0,0,0
560,0,1,0,0,0,0,0
561,0,1,0,0,0,0,0
562,0,1,0,0,0,0,0
563,0,1,0,0,0,0,0
564,0,1,0,0,0,0,0
565,0,1,0,0,0,0,0
566,0,1,0,0,0,0,0
567,0,1,0,0,0,0,0
568,0,1,0,0,0,0,0
569,0,1,0,0,0,0,0
570,0,1,0,0,0,0,0
571,0,1,0,0,0,0,0
572,0,1,0,0,0,0,0
573,0,1,0,0,0,0,0
574,0,1,0,0,0,0,0
575,0,1,0,0,0,0,0
576,0,1,0,0,0,0,0
577,0,1,0,0,0,0,0
578,0,1,0,0,0,0,0
579,0,1,0,0,0,0,0
580,0,1,0,0,0,0,0
581,0,1,0,0,0,0,0
582,0,1,0,0,0,0,0
583,0,1,0,0,0,0,0
584,0,1,0,0,0,0,0
585,0,1,0,0,0,0,0
586,0,1,0,0,0,0,0
587,0,1,0,0,0,0,0
588,0,1,0,0,0,0,0
589,0,1,0,0,0,0,0
590,0,1,0,0,0,0,0
591,0,1,0,0,0,0,0
592,0,1,0,0,0,0,0
593,0,1,0,0,0,0,0
594,0,1,0,0,0,0,0
595,0,1,0,0,0,0,0
596,0,1,0,0,0,0,0
597,0,1,0,0,0,0,0
598,0,1,0,0,0,0,0
599,0,1,0,0,0,0,0
600,0,1,0,0,0,0,0
601,0,1,0,0,0,0,0
602,0,1,0,0,0,0,0
603,0,1,0,0,0,0,0
604,0,1,0,0,0,0,0
605,0,1,0,0,0,0,0
606,0,0,0,0,1,0,0
607,0,0,0,0,1,0,0
608,0,0,0,0,1,0,0
609,0,0,0,0,1,0,0
610,0,0,0,0,1,0,0
611,0,0,0,0,1,0,0
612,0,0,0,0,1,0,0
613,0,0,0,0,1,0,0
614,0,0,0,0,1,0,0
615,0,0,0,0,1,0,0
616,0,0,0,0,1,0,0
617,0,0,0,0,1,0,0
618,0,0,0,0,1,0,0
619,0,0,0,0,1,0,0
620,0,0,0,0,1,0,0
621,0,0,0,0,1,0,0
622,0,0,0,0,1,0,0
623,0,0,0,0,1,0,0
624,0,0,0,0,1,0,0
625,0,0,0,0,1,0,0
626,0,0,0,0,1,0,0
627,0,0,0,0,1,0,0
628,0,0,0,0,1,0,0
629,0,0,0,0,1,0,0
630,0,0,0,0,1,0,0
631,0,0,0,0,1,0,0
632,0,0,0,0,1,0,0
633,0,0,0,0,1,0,0
634,0,0,0,0,1,0,0
635,0,0,0,0,1,0,0
636,0,0,0,0,1,0,0
637,0,0,0,0,1,0,0
638,0,0,0,0,1,0,0
639,0,0,0,0,1,0,0
640,0,0,0,0,1,0,0
641,0,0,0,0,1,0,0
642,0,0,0,0,1,0,0
643,0,0,0,0,1,0,0
644,0,0,0,0,1,0,0
645,0,0,0,0,1,0,0
646,0,0,0,0,1,0,0
647,0,0,0,0,1,0,0
648,0,0,0,0,1,0,0
649,0,0,0,0,1,0,0
650,0,0,0,0,1,0,0
651,0,0,0,0,1,0,0
652,0,0,0,0,1,0,0
653,0,0,0,0,1,0,0
654,0,0,0,0,1,0,0
655,0,0,0,0,1,0,0
656,0,0,0,0,1,0,0
657,0,0,0,0,1,0,0
658,0,0,0,0,1,0,0
659,0,0,0,0,1,0,0
660,0,0,0,0,1,0,0
661,0,0,0,0,1,0,0
662,0,0,0,0,1,0,0
663,0,0,0,0,1,0,0
664,0,0,0,0,1,0,0
665,0,0,0,0,1,0,0
666,0,0,0,0,1,0,0
667,0,0,0,0,1,0,0
668,0,0,0,0,1,0,0
669,0,0,0,0,1,0,0
670,0,0,0,0,1,0,0
671,0,0,0,0,1,0,0
672,0,0,0,0,1,0,0
673,0,0,0,0,1,0,0
674,0,0,0,0,1,0,0
675,0,0,0,0,1,0,0
676,0,0,0,0,1,0,0
677,0,0,0,0,1,0,0
678,0,0,0,0,1,0,0
679,0,0,0,0,1,0,0
680,0,0,0,0,1,0,0
681,0,0,0,0,1,0,0
682,0,0,0,0,1,0,0
683,0,0,0,0,1,0,0
684,0,0,0,0,1,0,0
685,0,0,0,0,1,0,0
686,0,0,0,0,1,0,0
687,0,0,0,0,1,0,0
688,0,0,0,0,1,0,0
689,0,0,0,0,1,0,0
690,0,0,0,0,1,0,0
691,0,0,0,0,1,0,0
692,0,0,0,0,1,0,0
693,0,0,0,0,1,0,0
694,0,0,0,0,1,0,0
695,0,0,0,0,1,0,0
696,0,0,0,0,1,0,0
697,0,0,0,0,1,0,0
698,0,0,0,0,1,0,0
699,0,0,0,0,1,0,0
700,0,0,0,0,1,0,0
701,0,0,0,0,1,0,0
702,0,0,0,0,1,0,0
703,0,0,0,0,1,0,0
704,0,0,0,0,1,0,0
705,0,0,0,0,1,0,0
706,0,0,0,0,1,0,0
707,0,0,0,0,1,0,0
708,0,0,0,0,1,0,0
709,0,0,0,0,1,0,0
710,0,0,0,0,1,0,0
711,0,0,0,0,1,0,0
712,0,0,0,0,1,0,0
713,0,0,0,0,1,0,0
714,0,0,0,0,1,0,0
715,0,0,0,0,1,0,0
716,0,0,0,0,1,0,0
717,0,0,0,0,1,0,0
718,0,0,0,0,1,0,0
719,0,0,0,0,1,0,0
720,0,0,0,0,1,0,0
721,0,0,0,0,1,0,0
722,0,0,0,0,1,0,0
723,0,0,0,0,1,0,0
724,0,0,0,0,1,0,0
725,1,0,0,0,0,0,0
726,1,0,0,0,0,0,0
727,1,0,0,0,0,0,0
728,1,0,0,0,0,0,0
729,1,0,0,0,0,0,0
730,1,0,0,0,0,0,0
731,1,0,0,0,0,0,0
732,1,0,0,0,0,0,0
733,1,0,0,0,0,0,0
734,1,0,0,0,0,0,0
735,1,0,0,0,0,0,0
736,1,0,0,0,0,0,0
737,1,0,0,0,0,0,0
738,1,0,0,0,0,0,0
739,1,0,0,0,0,0,0
740,1,0,0,0,0,0,0
741,0,0,0,0,0,1,0
742,0,0,0,0,0,1,0
743,0,0,0,0,0,1,0
744,0,0,0,0,0,1,0
745,0,0,0,0,0,1,0
746,0,0,0,0,0,1,0
747,0,0,0,0,0,1,0
748,0,0,0,0,0,1,0
749,0,0,0,0,0,1,0
750,0,0,0,0,0,1,0
751,0,0,0,0,0,1,0
752,0,0,0,0,0,1,0
753,0,0,0,0,0,1,0
754,0,0,0,0,0,1,0
755,0,0,0,0,0,1,0
756,0,0,0,0,0,1,0
757,0,0,0,0,0,1,0
758,0,0,0,0,0,1,0
759,0,0,0,0,0,1,0
760,0,0,0,0,0,1,0
761,0,0,0,0,0,1,0
762,0,0,0,0,0,1,0
763,0,0,0,0,0,1,0
764,0,0,0,0,0,1,0
765,0,0,0,0,0,1,0
766,0,0,0,0,0,1,0
767,0,0,0,0,0,1,0
768,0,0,0,0,0,1,0
769,0,0,0,0,0,1,0
770,0,0,0,0,0,1,0
771,0,0,0,0,0,1,0
772,0,0,0,0,0,1,0
773,0,0,0,0,0,1,0
774,0,0,0,0,0,1,0
775,0,0,0,0,0,1,0
776,0,0,0,0,0,1,0
777,0,0,0,0,0,1,0
778,0,0,0,0,0,1,0
779,0,0,0,0,0,1,0
780,0,0,0,0,0,1,0
781,0,0,0,0,0,1,0
782,0,0,0,0,0,1,0
783,0,0,0,0,0,1,0
784,0,0,0,0,0,1,0
785,0,0,0,0,0,1,0
786,0,0,0,0,0,1,0
787,0,0,0,0,0,1,0
788,0,0,0,0,0,1,0
789,0,0,0,0,0,1,0
790,0,0,0,0,0,1,0
791,0,0,0,0,0,1,0
792,0,0,0,0,0,1,0
793,1,0,0,0,0,0,0
794,1,0,0,0,0,0,0
795,1,0,0,0,0,0,0
796,1,0,0,0,0,0,0
797,1,0,0,0,0,0,0
798,1,0,0,0,0,0,0
799,1,0,0,0,0,0,0
800,1,0,0,0,0,0,0
801,1,0,0,0,0,0,0
802,1,0,0,0,0,0,0
803,1,0,0,0,0,0,0
804,1,0,0,0,0,0,0
805,1,0,0,0,0,0,0
806,1,0,0,0,0,0,0
807,1,0,0,0,0,0,0
808,1,0,0,0,0,0,0
809,1,0,0,0,0,0,0
810,1,0,0,0,0,0,0
811,1,0,0,0,0,0,0
812,1,0,0,0,0,0,0
813,1,0,0,0,0,0,0
814,1,0,0,0,0,0,0
815,1,0,0,0,0,0,0
816,1,0,0,0,0,0,0
817,1,0,0,0,0,0,0
818,1,0,0,0,0,0,0
819,1,0,0,0,0,0,0
820,1,0,0,0,0,0,0
821,1,0,0,0,0,0,0
822,1,0,0,0,0,0,0
823,1,0,0,0,0,0,0
824,1,0,0,0,0,0,0
825,1,0,0,0,0,0,0
826,1,0,0,0,0,0,0
827,1,0,0,0,0,0,0
828,1,0,0,0,0,0,0
829,1,0,0,0,0,0,0
830,1,0,0,0,0,0,0
831,1,0,0,0,0,0,0
832,1,0,0,0,0,0,0
833,1,0,0,0,0,0,0
834,1,0,0,0,0,0,0
835,1,0,0,0,0,0,0
836,1,0,0,0,0,0,0
837,1,0,0,0,0,0,0
838,1,0,0,0,0,0,0
839,1,0,0,0,0,0,0
840,1,0,0,0,0,0,0
841,1,0,0,0,0,0,0
842,1,0,0,0,0,0,0
843,1,0,0,0,0,0,0
844,1,0,0,0,0,0,0
845,1,0,0,0,0,0,0
846,1,0,0,0,0,0,0
847,1,0,0,0,0,0,0
848,1,0,0,0,0,0,0
849,1,0,0,0,0,0,0
850,1,0,0,0,0,0,0
851,1,0,0,0,0,0,0
852,1,0,0,0,0,0,0
853,1,0,0,0,0,0,0
854,1,0,0,0,0,0,0
855,1,0,0,0,0,0,0
856,1,0,0,0,0,0,0
857,1,0,0,0,0,0,0
858,1,0,0,0,0,0,0
859,1,0,0,0,0,0,0
860,1,0,0,0,0,0,0
861,1,0,0,0,0,0,0
862,1,0,0,0,0,0,0
863,1,0,0,0,0,0,0
864,1,0,0,0,0,0,0
865,1,0,0,0,0,0,0
866,1,0,0,0,0,0,0
867,1,0,0,0,0,0,0
868,1,0,0,0,0,0,0
869,1,0,0,0,0,0,0
870,1,0,0,0,0,0,0
871,1,0,0,0,0,0,0
872,1,0,0,0,0,0,0
873,1,0,0,0,0,0,0
874,1,0,0,0,0,0,0
875,1,0,0,0,0,0,0
876,1,0,0,0,0,0,0
877,1,0,0,0,0,0,0
878,1,0,0,0,0,0,0
879,1,0,0,0,0,0,0
880,1,0,0,0,0,0,0
881,1,0,0,0,0,0,0
882,1,0,0,0,0,0,0
883,1,0,0,0,0,0,0
884,1,0,0,0,0,0,0
885,1,0,0,0,0,0,0
886,1,0,0,0,0,0,0
887,1,0,0,0,0,0,0
888,1,0,0,0,0,0,0
889,1,0,0,0,0,0,0
890,1,0,0,0,0,0,0
891,1,0,0,0,0,0,0
892,1,0,0,0,0,0,0
893,1,0,0,0,0,0,0
894,0,1,0,0,0,0,0
895,1,0,0,0,0,0,0
896,1,0,0,0,0,0,0
897,1,0,0,0,0,0,0
898,1,0,0,0,0,0,0
899,1,0,0,0,0,0,0
900,1,0,0,0,0,0,0
901,1,0,0,0,0,0,0
902,1,0,0,0,0,0,0
903,1,0,0,0,0,0,0
904,1,0,0,0,0,0,0
905,1,0,0,0,0,0,0
906,1,0,0,0,0,0,0
907,1,0,0,0,0,0,0
908,1,0,0,0,0,0,0
909,1,0,0,0,0,0,0
910,1,0,0,0,0,0,0
911,1,0,0,0,0,0,0
912,1,0,0,0,0,0,0
913,1,0,0,0,0,0,0
914,1,0,0,0,0,0,0
915,1,0,0,0,0,0,0
916,1,0,0,0,0,0,0
917,1,0,0,0,0,0,0
918,1,0,0,0,0,0,0
919,1,0,0,0,0,0,0
920,1,0,0,0,0,0,0
921,1,0,0,0,0,0,0
922,1,0,0,0,0,0,0
923,1,0,0,0,0,0,0
924,1,0,0,0,0,0,0
925,1,0,0,0,0,0,0
926,1,0,0,0,0,0,0
927,1,0,0,0,0,0,0
928,1,0,0,0,0,0,0
929,1,0,0,0,0,0,0
930,1,0,0,0,0,0,0
931,1,0,0,0,0,0,0
932,1,0,0,0,0,0,0
933,1,0,0,0,0,0,0
