,META:hit_id,META:submit_count
298,20777,0.0
255,14495,0.0
230,8424,0.0
288,20128,0.0
4,93,0.0
219,8126,0.0
215,6000,0.0
234,8840,0.0
286,20068,0.0
214,5915,0.0
281,19942,0.0
260,14670,0.0
334,25630,0.0
256,14503,0.0
293,20673,0.0
0,1,0.0
218,8113,0.0
2,7,0.0
314,22536,0.0
244,14365,0.0
259,14649,0.0
227,8359,0.0
290,20180,0.0
240,9239,0.0
217,8018,0.0
242,9526,0.0
243,9629,1.0
266,15623,0.0
335,25648,0.0
249,14424,0.0
233,8787,0.0
271,17893,0.0
250,14434,0.0
229,8419,0.0
254,14478,0.0
235,8894,0.0
326,24729,0.0
323,24406,0.0
301,20834,0.0
258,14648,0.0
263,14703,0.0
253,14464,0.0
3,13,0.0
278,19899,0.0
274,18583,0.0
304,21054,0.0
287,20127,0.0
231,8471,0.0
297,20762,0.0
282,19971,0.0
329,25596,0.0
336,4,0.0
337,15,0.0
338,23,0.0
339,37,0.0
340,12,0.0
342,21,0.0
343,129,0.0
341,18,0.0
416,19969,0.0
445,22125,1.0
446,22192,2.0
375,4391,0.0
376,4397,1.0
377,4406,2.0
412,17992,0.0
437,21893,0.0
362,1755,0.0
397,14701,0.0
374,4353,0.0
454,22595,0.0
392,14367,0.0
441,21969,0.0
452,22553,0.0
380,4759,0.0
394,14406,0.0
361,1717,0.0
409,17868,0.0
348,280,0.0
379,4686,0.0
449,22460,0.0
438,21900,0.0
396,14613,0.0
351,519,0.0
386,5017,0.0
400,15097,1.0
402,15460,2.0
439,21912,3.0
419,20133,0.0
429,20867,0.0
453,22562,0.0
371,3798,0.0
413,18013,0.0
414,18034,1.0
435,21178,0.0
442,21984,0.0
447,22398,0.0
369,3770,0.0
368,3765,0.0
393,14401,0.0
427,20644,0.0
359,1529,0.0
417,20072,0.0
358,1459,0.0
382,4832,1.0
383,4848,2.0
430,20899,0.0
418,20125,0.0
395,14572,0.0
399,15015,0.0
415,19925,0.0
360,1669,0.0
363,1837,0.0
389,8119,0.0
366,3739,0.0
420,20156,0.0
384,4904,0.0
367,3758,0.0
411,17988,0.0
381,4770,0.0
388,8096,0.0
354,665,0.0
355,683,1.0
356,707,2.0
431,20951,0.0
432,21031,0.0
424,20245,0.0
344,44,0.0
357,804,0.0
426,20381,0.0
378,4670,0.0
345,75,0.0
436,21887,0.0
440,21959,0.0
425,20280,0.0
423,20231,0.0
410,17979,0.0
352,547,0.0
347,142,0.0
373,4203,0.0
387,5127,0.0
450,22465,0.0
391,14361,0.0
353,595,0.0
370,3786,0.0
350,291,0.0
390,14359,0.0
372,4201,0.0
346,82,0.0
364,2124,0.0
444,22112,0.0
385,4938,0.0
443,22082,0.0
434,21149,0.0
433,21078,0.0
451,22500,0.0
421,20164,0.0
448,22412,0.0
403,17844,0.0
404,17851,1.0
405,17854,2.0
406,17856,3.0
407,17861,4.0
408,17863,5.0
349,284,0.0
365,2206,0.0
428,20767,0.0
398,14707,0.0
401,15274,0.0
422,20184,0.0
757,15209,0.0
754,14095,0.0
795,25420,0.0
744,160,0.0
763,20570,0.0
769,22874,0.0
762,19660,0.0
759,18069,0.0
748,4127,0.0
786,24461,0.0
745,1210,0.0
751,8701,0.0
753,9215,0.0
750,8675,0.0
756,14592,0.0
758,15889,0.0
768,22409,0.0
765,21138,0.0
746,2998,0.0
767,22248,0.0
752,9209,0.0
781,24313,0.0
766,21295,0.0
782,24330,0.0
761,19281,0.0
755,14558,0.0
770,23221,0.0
771,23260,1.0
772,23271,2.0
773,23284,3.0
774,23306,4.0
775,23323,5.0
776,23383,6.0
777,23391,7.0
778,23479,8.0
779,23491,9.0
780,23494,10.0
783,24338,11.0
784,24342,12.0
785,24447,13.0
787,24505,14.0
788,24516,15.0
789,24549,16.0
790,24551,17.0
791,24571,18.0
792,24654,19.0
793,24659,20.0
794,24685,21.0
747,4123,0.0
764,20732,0.0
760,18480,0.0
749,8644,0.0
475,53,0.0
465,3921,0.0
473,17785,0.0
467,8622,0.0
463,3866,0.0
464,3894,0.0
468,14490,0.0
466,3976,0.0
469,14591,0.0
471,15019,0.0
460,3810,0.0
458,3760,0.0
455,52,0.0
456,138,0.0
470,14954,0.0
472,15171,0.0
474,17801,0.0
462,3852,0.0
461,3825,0.0
457,3742,0.0
459,3794,0.0
913,14509,0.0
924,19891,0.0
931,20166,0.0
898,281,0.0
899,507,0.0
908,4871,0.0
942,21947,0.0
944,21981,0.0
909,5132,0.0
938,20830,0.0
933,20196,0.0
912,14451,0.0
916,14628,0.0
915,14562,0.0
914,14540,0.0
936,20802,0.0
923,18756,0.0
902,1624,0.0
921,17869,0.0
900,678,0.0
940,20891,0.0
917,15083,0.0
910,14429,0.0
943,21953,0.0
925,19918,0.0
920,15582,0.0
906,4745,0.0
930,20136,0.0
903,3744,0.0
907,4801,0.0
934,20236,0.0
922,18347,0.0
926,19953,0.0
928,20048,0.0
919,15560,0.0
935,20739,0.0
901,1532,0.0
937,20814,0.0
932,20183,0.0
905,4138,0.0
918,15484,0.0
939,20863,0.0
911,14447,0.0
927,20028,0.0
904,3845,0.0
929,20121,0.0
941,21916,0.0
2038,4920,0.0
2042,5919,0.0
2018,1818,0.0
2022,3654,0.0
2032,4349,0.0
2028,3949,0.0
2025,3722,0.0
2024,3666,0.0
2016,630,0.0
2034,4561,0.0
2029,4007,0.0
2035,4710,0.0
2020,2923,0.0
2045,7849,0.0
2039,4983,0.0
2015,307,0.0
2017,777,0.0
2044,6157,0.0
2023,3661,0.0
2031,4314,0.0
2021,3646,0.0
2041,5879,0.0
2037,4821,0.0
2033,4431,0.0
2026,3731,0.0
2027,3936,0.0
2046,8009,0.0
2030,4113,0.0
2036,4758,0.0
2019,1976,0.0
2040,5298,0.0
2043,5969,0.0
640,9787,0.0
671,14107,0.0
653,12217,0.0
633,8464,0.0
669,14081,0.0
610,226,0.0
684,19689,0.0
709,23153,0.0
620,6451,0.0
658,12903,0.0
664,13086,0.0
716,23878,0.0
717,23884,1.0
718,23893,2.0
719,23898,3.0
720,23918,4.0
721,23933,5.0
722,23938,6.0
668,13992,0.0
652,12060,0.0
660,12997,0.0
641,11029,0.0
665,13139,0.0
611,361,0.0
635,8547,0.0
704,21535,0.0
654,12358,0.0
621,6810,0.0
622,6814,1.0
623,6827,2.0
624,6858,3.0
625,6869,4.0
626,6875,5.0
627,6902,6.0
628,6907,7.0
629,6926,8.0
632,8280,0.0
670,14090,0.0
673,14459,0.0
667,13981,0.0
618,6322,0.0
663,13047,0.0
636,8660,0.0
677,15622,0.0
711,23340,0.0
710,23233,0.0
662,13031,0.0
655,12364,0.0
688,20862,0.0
681,16448,0.0
683,19678,0.0
690,21006,0.0
686,20843,0.0
609,188,0.0
651,11477,0.0
723,24398,0.0
659,12954,0.0
715,23870,0.0
666,13575,0.0
619,6355,0.0
661,13013,0.0
615,3114,0.0
613,3023,0.0
612,2891,0.0
637,8713,0.0
630,8108,0.0
679,15695,0.0
608,120,0.0
678,15654,0.0
712,23364,0.0
676,15234,0.0
649,11459,0.0
650,11466,1.0
680,15736,0.0
705,21614,0.0
616,4053,0.0
685,20816,0.0
726,25102,0.0
724,24588,0.0
713,23843,0.0
631,8139,0.0
675,14556,0.0
691,21063,0.0
692,21353,1.0
693,21368,2.0
694,21376,3.0
695,21381,4.0
696,21387,5.0
697,21399,6.0
698,21404,7.0
699,21412,8.0
700,21421,9.0
701,21427,10.0
702,21452,11.0
703,21454,12.0
657,12851,0.0
725,24891,0.0
687,20849,0.0
674,14497,0.0
708,22875,0.0
689,20926,0.0
714,23861,0.0
707,22502,0.0
639,9259,0.0
617,6102,0.0
642,11057,0.0
643,11070,1.0
644,11074,2.0
645,11084,3.0
646,11093,4.0
647,11102,5.0
648,11107,6.0
656,12381,0.0
614,3042,0.0
672,14123,0.0
634,8530,0.0
682,16476,0.0
706,21908,0.0
638,8940,0.0
478,259,0.0
476,55,0.0
477,235,0.0
9151,21968,0.0
9154,23963,0.0
9153,23934,0.0
9150,21940,0.0
9152,22222,0.0
508,66,0.0
487,214,0.0
488,223,1.0
489,232,2.0
490,234,3.0
491,237,4.0
492,241,5.0
479,61,0.0
480,77,1.0
506,23606,0.0
501,14987,0.0
497,11963,0.0
493,255,0.0
496,11893,0.0
498,12007,0.0
495,11878,0.0
502,15405,0.0
503,22057,0.0
500,14976,0.0
481,148,0.0
482,158,1.0
483,171,2.0
484,177,3.0
485,181,4.0
486,186,5.0
494,269,0.0
505,22081,0.0
499,14939,0.0
504,22064,0.0
507,25422,0.0
577,11136,0.0
578,11138,1.0
579,11140,2.0
580,11154,3.0
583,12892,4.0
584,12972,5.0
585,13172,6.0
586,14339,7.0
587,14341,8.0
575,9816,0.0
607,22514,0.0
533,413,0.0
534,446,1.0
535,455,2.0
509,80,0.0
510,94,1.0
511,104,2.0
512,121,3.0
513,130,4.0
514,136,5.0
515,144,6.0
516,147,7.0
517,153,8.0
518,190,9.0
519,192,10.0
520,195,11.0
521,197,12.0
522,198,13.0
523,201,14.0
524,203,15.0
525,205,16.0
527,303,17.0
528,308,18.0
529,311,19.0
530,314,20.0
531,322,21.0
589,14345,0.0
595,21195,0.0
596,21205,1.0
532,362,0.0
590,16032,0.0
591,16040,0.0
592,19848,0.0
582,12877,0.0
576,11134,0.0
593,19850,0.0
574,7815,0.0
594,21174,0.0
597,21220,0.0
598,21235,1.0
599,21241,2.0
600,21245,3.0
601,21251,4.0
602,21256,5.0
603,21259,6.0
604,21263,7.0
605,21271,8.0
606,21279,9.0
588,14343,0.0
581,12874,0.0
526,285,0.0
536,4262,0.0
537,4266,1.0
538,4269,2.0
539,4276,3.0
540,4283,4.0
541,4287,5.0
542,4289,6.0
543,4292,7.0
544,4295,8.0
545,4299,9.0
546,4302,10.0
547,4312,11.0
548,4315,12.0
549,4317,13.0
550,4321,14.0
551,4324,15.0
552,4331,16.0
553,4334,17.0
554,4336,18.0
555,4340,19.0
556,4343,20.0
557,4346,21.0
558,4350,22.0
559,4354,23.0
560,4357,24.0
561,4359,25.0
562,4362,26.0
563,4366,27.0
564,4368,28.0
565,4371,29.0
566,4374,30.0
567,4378,31.0
568,4388,32.0
569,4395,33.0
570,4399,34.0
571,4402,35.0
572,4412,36.0
573,4418,37.0
731,1382,0.0
732,1401,1.0
734,1680,2.0
735,2341,3.0
738,2791,4.0
739,2796,5.0
740,6936,0.0
730,736,0.0
742,18191,0.0
743,18232,1.0
728,172,0.0
727,157,0.0
729,178,0.0
741,7719,0.0
737,2432,0.0
736,2384,0.0
733,1442,0.0
802,3927,0.0
812,10001,0.0
797,224,0.0
806,4344,0.0
821,23379,0.0
824,24765,0.0
799,3878,0.0
827,24787,0.0
823,23400,0.0
832,25321,0.0
805,4253,0.0
828,24794,0.0
829,24839,0.0
820,23354,0.0
801,3899,0.0
813,10013,0.0
816,20615,0.0
831,25313,0.0
803,4165,0.0
817,20710,0.0
804,4229,0.0
800,3893,0.0
819,20726,0.0
796,219,0.0
808,4409,0.0
809,5161,0.0
815,20593,0.0
826,24784,0.0
814,10033,0.0
810,5199,0.0
822,23385,0.0
807,4383,0.0
818,20723,0.0
825,24783,0.0
798,3874,0.0
830,24842,0.0
811,9939,0.0
897,258,0.0
888,24697,0.0
889,24730,0.0
884,23372,0.0
886,24598,0.0
858,19160,0.0
859,19176,1.0
860,19185,2.0
861,19202,3.0
862,19210,4.0
863,19214,5.0
864,19224,6.0
865,19231,7.0
866,19255,8.0
867,19263,9.0
870,19471,0.0
868,19391,0.0
875,21282,0.0
853,10257,0.0
880,23309,0.0
890,24837,0.0
869,19425,0.0
833,239,0.0
857,16495,0.0
876,21292,0.0
871,19487,0.0
878,21377,0.0
877,21341,0.0
854,10388,0.0
837,8955,0.0
838,8960,1.0
839,8968,2.0
840,8974,3.0
841,8978,4.0
842,8989,5.0
843,8996,6.0
844,9007,7.0
881,23352,0.0
835,6986,0.0
834,6971,0.0
882,23358,0.0
874,21227,0.0
896,25109,0.0
855,16488,0.0
872,19544,0.0
892,24854,0.0
894,24893,0.0
895,25013,0.0
836,6997,0.0
873,21159,0.0
879,23259,0.0
883,23363,0.0
856,16492,0.0
885,23437,0.0
845,10192,0.0
846,10195,1.0
847,10197,2.0
848,10201,3.0
849,10203,4.0
850,10208,5.0
851,10214,6.0
852,10219,7.0
887,24658,0.0
893,24875,0.0
891,24843,0.0
1465,8152,0.0
1650,24118,0.0
1481,8496,0.0
1596,20684,0.0
1613,22295,0.0
1558,19033,0.0
1470,8322,0.0
1693,24411,0.0
1630,22971,0.0
1619,22697,0.0
1438,4956,0.0
1679,24220,0.0
1621,22748,0.0
1403,1500,0.0
1406,2004,0.0
1528,15667,0.0
1559,19124,0.0
1569,20192,0.0
1568,20170,0.0
1601,20778,0.0
1536,15832,0.0
1529,15668,0.0
1641,24002,0.0
1434,4271,0.0
1477,8465,0.0
1416,4063,0.0
1614,22303,0.0
1390,316,0.0
1517,14552,0.0
1395,359,0.0
1692,24410,0.0
1512,9174,0.0
1407,2012,0.0
1478,8466,0.0
1642,24003,0.0
1441,5090,0.0
1703,24576,0.0
1615,22558,0.0
1705,24589,0.0
1454,5725,0.0
1530,15682,0.0
1686,24250,0.0
1398,567,0.0
1640,23962,0.0
1480,8481,0.0
1581,20373,0.0
1681,24231,0.0
1628,22846,0.0
1709,24698,0.0
1599,20745,0.0
1520,14634,0.0
1527,15666,0.0
1533,15717,0.0
1685,24249,0.0
1572,20216,0.0
1514,9191,0.0
1544,18022,0.0
1500,8963,0.0
1612,22207,0.0
1463,8115,0.0
1700,24533,0.0
1584,20399,0.0
1515,9229,0.0
1592,20586,0.0
1412,3998,0.0
1560,19141,0.0
1542,18017,0.0
1689,24367,0.0
1418,4094,0.0
1578,20330,0.0
1607,21080,0.0
1657,24147,0.0
1397,543,0.0
1634,23902,0.0
1402,1458,0.0
1411,3971,0.0
1464,8151,0.0
1624,22813,0.0
1543,18021,0.0
1439,5033,0.0
1674,24201,0.0
1388,301,0.0
1655,24139,0.0
1473,8348,0.0
1557,18940,0.0
1626,22826,0.0
1610,22203,0.0
1590,20523,0.0
1699,24523,0.0
1586,20424,0.0
1555,18907,0.0
1401,1440,0.0
1468,8302,0.0
1605,21036,0.0
1545,18086,0.0
1396,482,0.0
1708,24681,0.0
1516,14550,0.0
1625,22822,0.0
1502,9014,0.0
1548,18416,0.0
1585,20409,0.0
1408,2013,0.0
1488,8857,0.0
1519,14625,1.0
1405,1574,0.0
1546,18108,0.0
1604,21010,0.0
1435,4285,0.0
1446,5158,0.0
1471,8326,0.0
1475,8450,0.0
1523,15638,0.0
1453,5499,0.0
1457,5833,0.0
1491,8860,0.0
1551,18434,0.0
1698,24522,0.0
1400,1385,0.0
1638,23956,0.0
1459,5890,0.0
1501,8981,0.0
1647,24092,0.0
1648,24099,1.0
1649,24106,2.0
1697,24510,0.0
1575,20276,0.0
1415,4026,0.0
1688,24366,0.0
1479,8467,0.0
1436,4915,0.0
1410,3958,0.0
1449,5242,0.0
1579,20351,0.0
1448,5241,0.0
1537,15871,0.0
1393,346,0.0
1493,8885,1.0
1494,8896,2.0
1495,8920,3.0
1496,8927,4.0
1497,8932,5.0
1498,8936,6.0
1499,8952,7.0
1503,9042,8.0
1504,9048,9.0
1505,9053,10.0
1506,9057,11.0
1507,9069,12.0
1508,9076,13.0
1509,9081,14.0
1510,9108,15.0
1511,9116,16.0
1609,22202,0.0
1564,20078,0.0
1535,15822,0.0
1695,24490,0.0
1588,20500,0.0
1467,8287,0.0
1639,23960,0.0
1437,4939,0.0
1391,325,0.0
1580,20363,0.0
1447,5213,0.0
1633,23901,0.0
1469,8318,0.0
1597,20695,0.0
1573,20248,0.0
1598,20705,0.0
1646,24083,0.0
1577,20315,0.0
1566,20132,0.0
1445,5157,0.0
1631,22972,0.0
1651,24133,0.0
1652,24135,1.0
1653,24136,2.0
1654,24137,3.0
1656,24140,4.0
1658,24148,5.0
1659,24155,6.0
1660,24159,7.0
1661,24160,8.0
1662,24163,9.0
1663,24165,10.0
1664,24170,11.0
1665,24173,12.0
1666,24175,13.0
1667,24176,14.0
1668,24177,15.0
1669,24179,16.0
1671,24183,17.0
1672,24186,18.0
1673,24199,19.0
1675,24202,20.0
1676,24215,21.0
1677,24218,22.0
1678,24219,23.0
1680,24230,24.0
1682,24233,25.0
1683,24247,26.0
1684,24248,27.0
1524,15639,0.0
1576,20304,0.0
1389,306,0.0
1442,5122,0.0
1458,5872,0.0
1518,14614,0.0
1595,20664,0.0
1587,20469,0.0
1486,8825,0.0
1452,5367,0.0
1702,24552,0.0
1409,3916,0.0
1451,5366,0.0
1526,15656,0.0
1635,23950,0.0
1450,5259,0.0
1556,18925,0.0
1644,24036,0.0
1563,20077,0.0
1565,20131,0.0
1413,4008,0.0
1414,4012,0.0
1589,20515,0.0
1534,15718,0.0
1594,20640,0.0
1574,20250,0.0
1462,8114,0.0
1485,8565,0.0
1539,15904,1.0
1540,15913,2.0
1541,15922,3.0
1444,5156,0.0
1474,8449,0.0
1532,15714,0.0
1582,20390,0.0
1483,8533,0.0
1431,4225,0.0
1531,15713,0.0
1637,23952,0.0
1570,20194,0.0
1553,18831,0.0
1472,8345,0.0
1552,18804,0.0
1513,9190,0.0
1420,4157,0.0
1600,20756,0.0
1632,23900,0.0
1593,20638,0.0
1694,24454,0.0
1701,24544,0.0
1476,8451,0.0
1417,4086,0.0
1460,8103,0.0
1627,22842,0.0
1421,4173,0.0
1422,4179,1.0
1423,4182,2.0
1424,4187,3.0
1425,4188,4.0
1426,4197,5.0
1427,4202,6.0
1428,4205,7.0
1429,4208,8.0
1430,4216,9.0
1549,18417,0.0
1440,5080,0.0
1629,22970,0.0
1521,14653,0.0
1399,664,0.0
1620,22702,0.0
1550,18433,0.0
1608,21135,0.0
1704,24586,0.0
1567,20169,0.0
1525,15640,0.0
1670,24181,0.0
1489,8858,0.0
1404,1518,0.0
1687,24365,0.0
1706,24669,0.0
1443,5123,0.0
1466,8199,0.0
1484,8534,0.0
1455,5742,0.0
1603,20990,0.0
1419,4152,0.0
1636,23951,0.0
1606,21071,0.0
1616,22559,0.0
1643,24020,0.0
1461,8111,0.0
1611,22205,0.0
1707,24674,0.0
1538,15879,0.0
1432,4259,0.0
1623,22810,0.0
1392,331,0.0
1492,8880,0.0
1482,8497,0.0
1583,20391,0.0
1554,18891,0.0
1591,20554,0.0
1562,20058,0.0
1487,8837,0.0
1696,24497,0.0
1622,22754,0.0
1547,18119,0.0
1394,349,0.0
1561,19142,0.0
1433,4263,0.0
1490,8859,0.0
1602,20779,0.0
1456,5778,0.0
1690,24382,0.0
1691,24383,0.0
1522,15392,0.0
1571,20199,0.0
1645,24068,0.0
1618,22668,0.0
1617,22580,0.0
1233,18853,0.0
1234,18948,1.0
1025,7968,0.0
1167,14820,0.0
1168,14842,1.0
1169,14844,2.0
1170,14849,3.0
1171,14853,4.0
1172,14855,5.0
1173,14859,6.0
1174,14862,7.0
1175,14865,8.0
1176,14870,9.0
1177,14876,10.0
1178,14879,11.0
1179,14886,12.0
1180,14889,13.0
1181,14894,14.0
1182,14896,15.0
1183,14903,16.0
1184,14904,17.0
1185,14908,18.0
1186,14909,19.0
1187,14910,20.0
1188,14912,21.0
1189,14913,22.0
1190,14915,23.0
1191,14917,24.0
1192,14944,25.0
1193,14948,26.0
1194,14951,27.0
1195,14952,28.0
1196,14953,29.0
1197,14955,30.0
1198,14960,31.0
1199,14964,32.0
1200,14967,33.0
1201,14980,34.0
1202,14982,35.0
1203,14983,36.0
1204,14984,37.0
1205,15022,38.0
1206,15023,39.0
1207,15026,40.0
1208,15031,41.0
1209,15032,42.0
1210,15033,43.0
1211,15034,44.0
1212,15038,45.0
1213,15040,46.0
1214,15041,47.0
1215,15043,48.0
1216,15046,49.0
1217,15048,50.0
1218,15050,51.0
1219,15053,52.0
1220,15055,53.0
1221,15059,54.0
1222,15063,55.0
1223,15065,56.0
1224,15067,57.0
1225,15089,58.0
1226,15091,59.0
1227,15095,60.0
1228,15099,61.0
1229,15104,62.0
1163,11545,0.0
1266,22411,0.0
1268,22422,1.0
1269,22428,2.0
1273,22438,3.0
1274,22445,4.0
1276,22457,5.0
1277,22461,6.0
1278,22478,7.0
1281,22498,8.0
1282,22504,9.0
1283,22515,10.0
1284,22519,11.0
1285,22525,12.0
1286,22532,13.0
1287,22534,14.0
1288,22537,15.0
1290,22545,16.0
1291,22549,17.0
1292,22552,18.0
1293,22555,19.0
1294,22561,20.0
1297,22574,21.0
1298,22576,22.0
1300,22582,23.0
1302,22611,24.0
1303,22615,25.0
1304,22625,26.0
1309,23543,27.0
1311,23552,28.0
1315,23567,29.0
1319,23577,30.0
1320,23579,31.0
1321,23582,32.0
1328,23596,33.0
1330,23603,34.0
1332,23607,35.0
1333,23611,36.0
1334,23617,37.0
1335,23653,38.0
1336,23665,39.0
1337,23667,40.0
1339,23673,41.0
1340,23676,42.0
1341,23680,43.0
1342,23687,44.0
1343,23692,45.0
1344,23694,46.0
1345,23696,47.0
1346,23700,48.0
1347,23703,49.0
1348,23705,50.0
1349,23711,51.0
1351,23715,52.0
1352,23717,53.0
1353,23719,54.0
1359,24910,0.0
1014,7736,0.0
1235,18950,0.0
954,700,0.0
1028,10024,0.0
1029,10043,1.0
1030,10044,2.0
1031,10057,3.0
1032,10059,4.0
1033,10068,5.0
1034,10086,6.0
1035,10108,7.0
1036,10121,8.0
1037,10149,9.0
1038,10155,10.0
1039,10156,11.0
1040,10168,12.0
1041,10190,13.0
1042,10193,14.0
1043,10220,15.0
1044,10225,16.0
1045,10228,17.0
1046,10232,18.0
1047,10233,19.0
1048,10235,20.0
1049,10236,21.0
1050,10240,22.0
1051,10241,23.0
1052,10244,24.0
1053,10249,25.0
1054,10258,26.0
1055,10260,27.0
1056,10278,28.0
1057,10293,29.0
1058,10313,30.0
1060,10387,31.0
1061,10402,32.0
1062,10416,33.0
1063,10432,34.0
1064,10450,35.0
1065,10464,36.0
1066,10477,37.0
1067,10491,38.0
1068,10504,39.0
1069,10520,40.0
1070,10533,41.0
1071,10546,42.0
1072,10561,43.0
1073,10563,44.0
1074,10574,45.0
1075,10587,46.0
1076,10589,47.0
1077,10604,48.0
1078,10615,49.0
1079,10619,50.0
1080,10623,51.0
1081,10637,52.0
1082,10641,53.0
1083,10647,54.0
1084,10656,55.0
1085,10669,56.0
1086,10677,57.0
1087,10685,58.0
1088,10688,59.0
1089,10697,60.0
1090,10698,61.0
1091,10700,62.0
1092,10703,63.0
1093,10705,64.0
1094,10708,65.0
1095,10713,66.0
1096,10720,67.0
1097,10722,68.0
1098,10725,69.0
1099,10730,70.0
1100,10731,71.0
